File Name,DLL
quickassist.exe,CRYPTBASE.DLL
quickassist.exe,d2d1.dll
quickassist.exe,d3d11.dll
quickassist.exe,dcomp.dll
quickassist.exe,dxgi.dll
quickassist.exe,PROPSYS.dll
quickassist.exe,SAS.dll
quickassist.exe,SspiCli.dll
quickassist.exe,UxTheme.dll
quickassist.exe,WindowsCodecs.dll
quickassist.exe,WININET.dll
quser.exe,logoncli.dll
quser.exe,netutils.dll
quser.exe,samcli.dll
quser.exe,srvcli.dll
quser.exe,UTILDLL.dll
quser.exe,WINSTA.dll
qwinsta.exe,logoncli.dll
qwinsta.exe,netutils.dll
qwinsta.exe,samcli.dll
qwinsta.exe,srvcli.dll
qwinsta.exe,UTILDLL.dll
qwinsta.exe,WINSTA.dll
rasautou.exe,MPRAPI.dll
rasautou.exe,rasman.dll
rasautou.exe,rtutils.dll
rasdial.exe,RASAPI32.dll
rasdial.exe,rasman.dll
rasdial.exe,rtutils.dll
raserver.exe,netutils.dll
raserver.exe,samcli.dll
raserver.exe,WTSAPI32.dll
rdpclip.exe,CRYPTBASE.DLL
rdpclip.exe,DEVOBJ.dll
rdpclip.exe,dwmapi.dll
rdpclip.exe,IPHLPAPI.DLL
rdpclip.exe,PROPSYS.dll
rdpclip.exe,srpapi.dll
rdpclip.exe,WINSTA.dll
rdpclip.exe,WTSAPI32.dll
rdpsa.exe,SspiCli.dll
rdpsa.exe,WINSTA.dll
rdpsauachelper.exe,WINSTA.dll
rdpshell.exe,dwmapi.dll
rdpshell.exe,WINSTA.dll
rdpshell.exe,WTSAPI32.dll
rdvghelper.exe,dwmapi.dll
rdvghelper.exe,WINSTA.dll
rdvghelper.exe,WTSAPI32.dll
reagentc.exe,Cabinet.dll
reagentc.exe,ReAgent.dll
recover.exe,DEVOBJ.dll
register-cimprovider.exe,miutils.dll
register-cimprovider.exe,prvdmofcomp.dll
rekeywiz.exe,credui.dll
rekeywiz.exe,CRYPTBASE.DLL
rekeywiz.exe,CRYPTUI.dll
rekeywiz.exe,DSROLE.dll
rekeywiz.exe,duser.dll
rekeywiz.exe,EFSADU.dll
rekeywiz.exe,EFSUTIL.dll
rekeywiz.exe,FeClient.dll
rekeywiz.exe,logoncli.dll
rekeywiz.exe,netutils.dll
rekeywiz.exe,USERENV.dll
rekeywiz.exe,VAULTCLI.dll
relog.exe,pdh.dll
relpost.exe,Cabinet.dll
relpost.exe,ReAgent.dll
relpost.exe,wer.dll
repair-bde.exe,BDEREPAIR.dll
reset.exe,logoncli.dll
reset.exe,netutils.dll
reset.exe,REGAPI.dll
reset.exe,samcli.dll
reset.exe,srvcli.dll
reset.exe,utildll.dll
reset.exe,WINSTA.dll
resetengine.exe,bcd.dll
resetengine.exe,Cabinet.dll
resetengine.exe,DismApi.DLL
resetengine.exe,FVEAPI.dll
resetengine.exe,ReAgent.dll
resetengine.exe,ResetEngine.dll
resetengine.exe,tbs.dll
resetengine.exe,VSSAPI.DLL
resetengine.exe,VssTrace.DLL
resetengine.exe,WDSCORE.dll
resetengine.exe,WIMGAPI.DLL
resetengine.exe,WINHTTP.dll
resetengine.exe,WOFUTIL.dll
resetengine.exe,XmlLite.dll
resmon.exe,CLDAPI.dll
resmon.exe,CRYPTBASE.DLL
resmon.exe,edputil.dll
resmon.exe,FLTLIB.DLL
resmon.exe,PROPSYS.dll
rmactivate_isv.exe,msdrm.dll
rmactivate_ssp_isv.exe,CRYPTBASE.dll
rmactivate.exe,CRYPTBASE.dll
rmactivate.exe,msdrm.dll
rmttpmvscmgrsvr.exe,DEVOBJ.dll
route.exe,IPHLPAPI.DLL
rpcping.exe,credui.dll
rpcping.exe,SspiCli.dll
rpcping.exe,WINHTTP.dll
rwinsta.exe,logoncli.dll
rwinsta.exe,netutils.dll
rwinsta.exe,samcli.dll
rwinsta.exe,srvcli.dll
rwinsta.exe,utildll.dll
rwinsta.exe,WINSTA.dll
searchfilterhost.exe,TQUERY.DLL
secedit.exe,SCECLI.dll
securityhealthservice.exe,DNSAPI.dll
securityhealthservice.exe,FirewallAPI.dll
securityhealthservice.exe,fwbase.dll
securityhealthservice.exe,USERENV.dll
securityhealthservice.exe,Wldp.dll
securityhealthservice.exe,WTSAPI32.dll
settingsynchost.exe,policymanager.dll
settingsynchost.exe,PROPSYS.dll
settingsynchost.exe,USERENV.dll
setupugc.exe,dbgcore.DLL
setupugc.exe,DNSAPI.dll
setupugc.exe,WDSCORE.dll
shutdown.exe,SspiCli.dll
slidetoshutdown.exe,d3d10warp.dll
slui.exe,CLDAPI.dll
slui.exe,CRYPTBASE.DLL
slui.exe,edputil.dll
slui.exe,FLTLIB.DLL
slui.exe,PROPSYS.dll
slui.exe,sppc.dll
slui.exe,WINBRAND.dll
slui.exe,WTSAPI32.dll
spaceagent.exe,NETUTILS.DLL
spaceagent.exe,SRVCLI.DLL
spectrum.exe,SpectrumSyncClient.dll
spoolsv.exe,DNSAPI.dll
sppextcomobj.exe,adsldpc.dll
sppextcomobj.exe,CRYPTBASE.dll
sppextcomobj.exe,DNSAPI.dll
sppsvc.exe,CRYPTXML.dll
sppsvc.exe,webservices.dll
sppsvc.exe,XmlLite.dll
srtasks.exe,bcd.dll
srtasks.exe,ktmw32.dll
srtasks.exe,SPP.dll
srtasks.exe,SRCLIENT.dll
srtasks.exe,SRCORE.dll
srtasks.exe,VSSAPI.DLL
srtasks.exe,VssTrace.DLL
srtasks.exe,wer.dll
stordiag.exe,CRYPTBASE.dll
synchost.exe,PROPSYS.dll
sysreseterr.exe,WDSCORE.dll
systeminfo.exe,SspiCli.dll
tabcal.exe,DEVOBJ.dll
tabcal.exe,HID.DLL
tabcal.exe,NInput.dll
takeown.exe,SspiCli.dll
tapiunattend.exe,WDSCORE.dll
tar.exe,archiveint.dll
taskkill.exe,dbghelp.dll
taskkill.exe,netutils.dll
taskkill.exe,srvcli.dll
taskkill.exe,SspiCli.dll
tasklist.exe,dbghelp.dll
tasklist.exe,netutils.dll
tasklist.exe,srvcli.dll
tasklist.exe,SspiCli.dll
tieringengineservice.exe,CLUSAPI.dll
tieringengineservice.exe,DNSAPI.dll
tieringengineservice.exe,ESENT.dll
tracert.exe,IPHLPAPI.DLL
tscon.exe,logoncli.dll
tscon.exe,netutils.dll
tscon.exe,samcli.dll
tscon.exe,srvcli.dll
tscon.exe,utildll.dll
tscon.exe,WINSTA.dll
tsdiscon.exe,WINSTA.dll
tskill.exe,logoncli.dll
tskill.exe,netutils.dll
tskill.exe,samcli.dll
tskill.exe,srvcli.dll
tskill.exe,utildll.dll
tskill.exe,WINSTA.dll
tttracer.exe,TTDRecord.dll
tttracer.exe,USERENV.dll
typeperf.exe,pdh.dll
tzsync.exe,CRYPTBASE.dll
uevappmonitor.exe,CRYPTBASE.dll
unlodctr.exe,loadperf.dll
upfc.exe,XmlLite.dll
upgraderesultsui.exe,DMCmnUtils.dll
useraccountcontrolsettings.exe,CRYPTBASE.dll
usocoreworker.exe,Cabinet.dll
usocoreworker.exe,DMCmnUtils.dll
usocoreworker.exe,dmiso8601utils.dll
usocoreworker.exe,DMOleAutUtils.dll
usocoreworker.exe,iri.dll
usocoreworker.exe,omadmapi.dll
usocoreworker.exe,UpdatePolicy.dll
usocoreworker.exe,XmlLite.dll
utcdecoderhost.exe,USERENV.dll
utilman.exe,OLEACC.dll
vaultcmd.exe,VAULTCLI.dll
vds.exe,ATL.DLL
vds.exe,bcd.dll
vds.exe,OSUNINST.dll
vdsldr.exe,ATL.DLL
vdsldr.exe,bcd.dll
vssadmin.exe,ATL.DLL
vssadmin.exe,VSSAPI.DLL
vssadmin.exe,VssTrace.DLL
vssvc.exe,AUTHZ.dll
vssvc.exe,bcd.dll
vssvc.exe,DEVOBJ.dll
vssvc.exe,FLTLIB.DLL
vssvc.exe,VirtDisk.dll
vssvc.exe,VSSAPI.DLL
vssvc.exe,VssTrace.DLL
w32tm.exe,IPHLPAPI.DLL
w32tm.exe,logoncli.dll
w32tm.exe,netutils.dll
w32tm.exe,NTDSAPI.dll
waitfor.exe,netutils.dll
waitfor.exe,srvcli.dll
waitfor.exe,SspiCli.dll
wbadmin.exe,credui.dll
wbengine.exe,bcd.dll
wbengine.exe,CLUSAPI.dll
wbengine.exe,DNSAPI.dll
wbengine.exe,FLTLIB.DLL
wbengine.exe,NETUTILS.DLL
wbengine.exe,SPP.dll
wbengine.exe,SRVCLI.DLL
wbengine.exe,VirtDisk.dll
wbengine.exe,VSSAPI.DLL
wbengine.exe,VssTrace.DLL
wbengine.exe,wer.dll
wbengine.exe,XmlLite.dll
wecutil.exe,WecApi.dll
wecutil.exe,wevtapi.dll
werfault.exe,dbgcore.DLL
werfault.exe,faultrep.dll
werfault.exe,wer.dll
werfaultsecure.exe,dbgcore.DLL
werfaultsecure.exe,faultrep.dll
werfaultsecure.exe,wer.dll
wermgr.exe,wer.dll
wextract.exe,Cabinet.dll
wfs.exe,ATL.DLL
wfs.exe,credui.dll
wfs.exe,IPHLPAPI.DLL
wfs.exe,PROPSYS.dll
wfs.exe,UxTheme.dll
whoami.exe,AUTHZ.dll
whoami.exe,netutils.dll
whoami.exe,SspiCli.dll
whoami.exe,wkscli.dll
wiaacmgr.exe,ScanSetting.DLL
wiaacmgr.exe,UxTheme.dll
wiawow64.exe,ScanSetting.DLL
wiawow64.exe,UxTheme.dll
wifitask.exe,HTTPAPI.dll
wifitask.exe,IPHLPAPI.DLL
wifitask.exe,webservices.dll
wifitask.exe,wlanapi.dll
wimserv.exe,Cabinet.dll
winlogon.exe,UXINIT.dll
winrs.exe,DSROLE.dll
winrs.exe,mi.dll
winrs.exe,miutils.dll
wkspbroker.exe,credui.dll
wkspbroker.exe,DNSAPI.dll
wkspbroker.exe,ktmw32.dll
wkspbroker.exe,PROPSYS.dll
wkspbroker.exe,RADCUI.dll
wkspbroker.exe,SspiCli.dll
wkspbroker.exe,tsworkspace.dll
wkspbroker.exe,WINHTTP.dll
wkspbroker.exe,WININET.dll
wksprt.exe,webservices.dll
wksprt.exe,WININET.dll
wlrmdr.exe,SspiCli.dll
wmpdmc.exe,dwmapi.dll
wmpdmc.exe,OLEACC.dll
wmpdmc.exe,UxTheme.dll
wmpdmc.exe,WindowsCodecs.dll
wmpdmc.exe,wmpdui.dll
workfolders.exe,CLDAPI.dll
workfolders.exe,CRYPTBASE.DLL
workfolders.exe,DEVOBJ.dll
workfolders.exe,dmEnrollEngine.DLL
workfolders.exe,edputil.dll
workfolders.exe,FLTLIB.DLL
workfolders.exe,policymanager.dll
workfolders.exe,PROPSYS.dll
workfolders.exe,USERENV.dll
wowreg32.exe,devrtl.DLL
wpcmon.exe,samcli.dll
wpcmon.exe,USERENV.dll
wpnpinst.exe,Cabinet.dll
wpnpinst.exe,IPHLPAPI.DLL
wpnpinst.exe,PROPSYS.dll
wpr.exe,WindowsPerformanceRecorderControl.dll
write.exe,CLDAPI.dll
write.exe,CRYPTBASE.DLL
write.exe,edputil.dll
write.exe,FLTLIB.DLL
write.exe,PROPSYS.dll
wscadminui.exe,CRYPTBASE.DLL
wsmanhttpconfig.exe,DSROLE.dll
wsmanhttpconfig.exe,HTTPAPI.dll
wsmanhttpconfig.exe,mi.dll
wsmanhttpconfig.exe,miutils.dll
wsmprovhost.exe,DSROLE.dll
wsmprovhost.exe,mi.dll
wsmprovhost.exe,miutils.dll
netplwiz.exe,
systemreset.exe,
AppVStreamingUX.exe,DWMAPI.dll
AppVStreamingUX.exe,d3d9.dll
AppVStreamingUX.exe,igdumdim64.dll
certreq.exe,rdpendp.dll
DeviceCensus.exe,rdpendp.dll
DeviceCensus.exe,igd10iumd64.dll
DeviceCensus.exe,igd12umd64.dll
DeviceCensus.exe,igdusc64.dll
DeviceCensus.exe,dxilconv.dll
DeviceCensus.exe,utcutil.dll
DeviceCensus.exe,appraiser.dll
DeviceCensus.exe,updatepolicy.dll
dxdiag.exe,dsound.dll
dxdiag.exe,rdpendp.dll
dxdiag.exe,DispBroker.dll
dxdiag.exe,MSFTEDIT.DLL
FXSCOVER.exe,FXSRESM.DLL
licensingdiag.exe,cryptnet.dll
logman.exe,pdh.dll
msdtc.exe,COMRES.DLL
msdtc.exe,msdtcVSp1res.dll
oobeldr.exe,wdscore.dll
phoneactivate.exe,igdusc64.dll
powershell.exe,amsi.dll
powershell.exe,USERENV.dll
powershell_ise.exe,DWMAPI.dll
powershell_ise.exe,igdumdim64.dll
powershell_ise.exe,amsi.dll
powershell_ise.exe,USERENV.dll
powershell_ise.exe,avrt.dll
PrintIsolationHost.exe,PrintIsolationProxy.dll
de,cscapi.dll
ReAgentc.exe,wdscore.dll
RMActivate_ssp.exe,msdrm.dll
RMActivate_ssp_isv.exe,msdrm.dll
RpcPing.exe,rpchttp.dll
SlideToShutDown.exe,igd10iumd64.dll
SlideToShutDown.exe,igdusc64.dll
stordiag.exe,wldp.dll
stordiag.exe,amsi.dll
stordiag.exe,USERENV.dll
stordiag.exe,storageusage.dll
UNPUXHost.exe,PROPSYS.dll
UNPUXHost.exe,MLANG.dll
UNPUXHost.exe,WININET.dll
WFS.exe,WfsR.dll
WFS.exe,mapistub.dll
WFS.exe,MSI.DLL
WFS.exe,srpapi.dll
WFS.exe,FxsCompose.dll
WFS.exe,scansetting.dll
WFS.exe,WindowsCodecs.dll
wsqmcons.exe,KtmW32.dll
ConfigSecurityPolicy.exe,MpClient.dll
mpcmdrun.exe,MpClient.dll
msmpeng.exe,MpClient.dll
nissrv.exe,MpClient.dll
